game_id,source,split,session_name,game_key,speaker,speaker_idx,speaker_start_role,speaker_end_role,num_turns,n_raw_empty_annotation_utterances,n_raw_no_strategy_utterances,n_multi_label_utterances,n_strategy_utterances,n_no_strategy_or_empty_utterances,n_accusation,n_call_for_action,n_defense,n_evidence,n_identity_declaration,n_interrogation,n_no_strategy_empty,n_strategy_labels,strategy_utterance_rate,no_strategy_or_empty_utterance_rate,multi_label_utterance_rate,rate_accusation_per_turn,rate_call_for_action_per_turn,rate_defense_per_turn,rate_evidence_per_turn,rate_identity_declaration_per_turn,rate_interrogation_per_turn
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#34##March#24th#2018 / Game2,Youtube,val,ONE#NIGHT#ULTIMATE#WEREWOLF#34##March#24th#2018,Game2,Mitchell,3.0,Werewolf,Hunter,20,0,7,3,13,7,0,2,11,0,0,3,7,16,0.65,0.35,0.15,0.0,0.1,0.55,0.0,0.0,0.15
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#34##March#24th#2018 / Game2,Youtube,val,ONE#NIGHT#ULTIMATE#WEREWOLF#34##March#24th#2018,Game2,Paul,2.0,Hunter,Werewolf,22,0,8,5,14,8,1,0,6,3,1,8,8,19,0.6363636363636364,0.36363636363636365,0.22727272727272727,0.045454545454545456,0.0,0.2727272727272727,0.13636363636363635,0.045454545454545456,0.36363636363636365
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#34##March#24th#2018 / Game3,Youtube,val,ONE#NIGHT#ULTIMATE#WEREWOLF#34##March#24th#2018,Game3,Carly,1.0,Minion,Minion,11,0,3,4,8,3,1,0,5,3,0,3,3,12,0.7272727272727273,0.2727272727272727,0.36363636363636365,0.09090909090909091,0.0,0.45454545454545453,0.2727272727272727,0.0,0.2727272727272727
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#34##March#24th#2018 / Game3,Youtube,val,ONE#NIGHT#ULTIMATE#WEREWOLF#34##March#24th#2018,Game3,Justin,0.0,Tanner,Tanner,44,1,11,14,32,12,5,4,18,6,1,12,12,46,0.7272727272727273,0.2727272727272727,0.3181818181818182,0.11363636363636363,0.09090909090909091,0.4090909090909091,0.13636363636363635,0.022727272727272728,0.2727272727272727
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#34##March#24th#2018 / Game3,Youtube,val,ONE#NIGHT#ULTIMATE#WEREWOLF#34##March#24th#2018,Game3,Mike,4.0,Werewolf,Werewolf,26,2,6,5,18,8,2,0,8,3,0,10,8,23,0.6923076923076923,0.3076923076923077,0.19230769230769232,0.07692307692307693,0.0,0.3076923076923077,0.11538461538461539,0.0,0.38461538461538464
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#34##March#24th#2018 / Game3,Youtube,val,ONE#NIGHT#ULTIMATE#WEREWOLF#34##March#24th#2018,Game3,Mitchell,3.0,Werewolf,Werewolf,42,1,12,10,29,13,7,3,20,4,1,4,13,39,0.6904761904761905,0.30952380952380953,0.23809523809523808,0.16666666666666666,0.07142857142857142,0.47619047619047616,0.09523809523809523,0.023809523809523808,0.09523809523809523
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#34##March#24th#2018 / Game3,Youtube,val,ONE#NIGHT#ULTIMATE#WEREWOLF#34##March#24th#2018,Game3,Paul,2.0,Seer,Seer,23,0,6,4,17,6,2,1,9,2,1,8,6,23,0.7391304347826086,0.2608695652173913,0.17391304347826086,0.08695652173913043,0.043478260869565216,0.391304347826087,0.08695652173913043,0.043478260869565216,0.34782608695652173
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#37##April#21st#2018 / Game2,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF#37##April#21st#2018,Game2,Caitlynn,1.0,Werewolf,Werewolf,11,0,0,2,11,0,3,0,3,4,0,3,0,13,1.0,0.0,0.18181818181818182,0.2727272727272727,0.0,0.2727272727272727,0.36363636363636365,0.0,0.2727272727272727
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#37##April#21st#2018 / Game2,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF#37##April#21st#2018,Game2,James,3.0,Tanner,Tanner,26,0,6,4,20,6,3,2,11,3,0,5,6,24,0.7692307692307693,0.23076923076923078,0.15384615384615385,0.11538461538461539,0.07692307692307693,0.4230769230769231,0.11538461538461539,0.0,0.19230769230769232
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#37##April#21st#2018 / Game2,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF#37##April#21st#2018,Game2,Justin,0.0,Werewolf,Minion,39,0,12,6,27,12,6,8,9,3,0,7,12,33,0.6923076923076923,0.3076923076923077,0.15384615384615385,0.15384615384615385,0.20512820512820512,0.23076923076923078,0.07692307692307693,0.0,0.1794871794871795
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#37##April#21st#2018 / Game2,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF#37##April#21st#2018,Game2,Mike,4.0,Troublemaker,Troublemaker,39,0,11,11,28,11,9,4,15,8,3,1,11,40,0.717948717948718,0.28205128205128205,0.28205128205128205,0.23076923076923078,0.10256410256410256,0.38461538461538464,0.20512820512820512,0.07692307692307693,0.02564102564102564
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#37##April#21st#2018 / Game2,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF#37##April#21st#2018,Game2,Mitchell,2.0,Minion,Werewolf,20,1,7,4,12,8,2,4,6,2,1,1,8,16,0.6,0.4,0.2,0.1,0.2,0.3,0.1,0.05,0.05
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#38##April#21st#2018 / Game3,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF#38##April#21st#2018,Game3,Caitlynn,1.0,Tanner,Tanner,7,0,1,2,6,1,0,0,3,4,0,1,1,8,0.8571428571428571,0.14285714285714285,0.2857142857142857,0.0,0.0,0.42857142857142855,0.5714285714285714,0.0,0.14285714285714285
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#38##April#21st#2018 / Game3,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF#38##April#21st#2018,Game3,James,3.0,Werewolf,Robber,34,1,6,7,27,7,0,4,12,4,1,13,7,34,0.7941176470588235,0.20588235294117646,0.20588235294117646,0.0,0.11764705882352941,0.35294117647058826,0.11764705882352941,0.029411764705882353,0.38235294117647056
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#38##April#21st#2018 / Game3,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF#38##April#21st#2018,Game3,Justin,0.0,Robber,Werewolf,46,1,8,9,37,9,7,2,13,7,2,15,9,46,0.8043478260869565,0.1956521739130435,0.1956521739130435,0.15217391304347827,0.043478260869565216,0.2826086956521739,0.15217391304347827,0.043478260869565216,0.32608695652173914
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#38##April#21st#2018 / Game3,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF#38##April#21st#2018,Game3,Mike,4.0,Werewolf,Werewolf,33,0,2,7,31,2,8,2,11,5,1,12,2,39,0.9393939393939394,0.06060606060606061,0.21212121212121213,0.24242424242424243,0.06060606060606061,0.3333333333333333,0.15151515151515152,0.030303030303030304,0.36363636363636365
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#38##April#21st#2018 / Game3,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF#38##April#21st#2018,Game3,Mitchell,2.0,Seer,Seer,39,0,9,3,30,9,4,3,10,5,1,10,9,33,0.7692307692307693,0.23076923076923078,0.07692307692307693,0.10256410256410256,0.07692307692307693,0.2564102564102564,0.1282051282051282,0.02564102564102564,0.2564102564102564
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#38##April#21st#2018 / Game4,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF#38##April#21st#2018,Game4,Caitlynn,1.0,Tanner,Robber,10,0,2,0,8,2,0,0,4,0,0,4,2,8,0.8,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.4
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#38##April#21st#2018 / Game4,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF#38##April#21st#2018,Game4,James,3.0,Robber,Tanner,50,0,17,4,33,17,5,1,13,4,1,13,17,37,0.66,0.34,0.08,0.1,0.02,0.26,0.08,0.02,0.26
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#38##April#21st#2018 / Game4,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF#38##April#21st#2018,Game4,Justin,0.0,Werewolf,Werewolf,31,0,8,9,23,8,6,0,11,6,3,6,8,32,0.7419354838709677,0.25806451612903225,0.2903225806451613,0.1935483870967742,0.0,0.3548387096774194,0.1935483870967742,0.0967741935483871,0.1935483870967742
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#38##April#21st#2018 / Game4,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF#38##April#21st#2018,Game4,Mike,4.0,Seer,Seer,51,2,22,8,27,24,9,0,18,4,2,3,24,36,0.5294117647058824,0.47058823529411764,0.1568627450980392,0.17647058823529413,0.0,0.35294117647058826,0.0784313725490196,0.0392156862745098,0.058823529411764705
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#38##April#21st#2018 / Game4,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF#38##April#21st#2018,Game4,Mitchell,2.0,Minion,Minion,22,0,2,6,20,2,7,0,13,4,0,2,2,26,0.9090909090909091,0.09090909090909091,0.2727272727272727,0.3181818181818182,0.0,0.5909090909090909,0.18181818181818182,0.0,0.09090909090909091
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#39##April#21st#2018 / Game3,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF#39##April#21st#2018,Game3,Caitlynn,1.0,Drunk,Robber,31,1,15,3,15,16,4,4,7,2,0,1,16,18,0.4838709677419355,0.5161290322580645,0.0967741935483871,0.12903225806451613,0.12903225806451613,0.22580645161290322,0.06451612903225806,0.0,0.03225806451612903
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#39##April#21st#2018 / Game3,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF#39##April#21st#2018,Game3,James,3.0,Werewolf,Werewolf,70,1,41,4,28,42,7,3,11,0,0,11,42,32,0.4,0.6,0.05714285714285714,0.1,0.04285714285714286,0.15714285714285714,0.0,0.0,0.15714285714285714
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#39##April#21st#2018 / Game3,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF#39##April#21st#2018,Game3,Justin,0.0,Werewolf,Werewolf,40,0,13,8,27,13,7,6,10,1,2,9,13,35,0.675,0.325,0.2,0.175,0.15,0.25,0.025,0.05,0.225
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#39##April#21st#2018 / Game3,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF#39##April#21st#2018,Game3,Mike,4.0,Seer,Seer,54,0,23,6,31,23,11,5,12,3,2,5,23,38,0.5740740740740741,0.42592592592592593,0.1111111111111111,0.2037037037037037,0.09259259259259259,0.2222222222222222,0.05555555555555555,0.037037037037037035,0.09259259259259259
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#39##April#21st#2018 / Game3,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF#39##April#21st#2018,Game3,Mitchell,2.0,Tanner,Tanner,38,1,14,8,23,15,8,3,10,3,1,6,15,31,0.6052631578947368,0.39473684210526316,0.21052631578947367,0.21052631578947367,0.07894736842105263,0.2631578947368421,0.07894736842105263,0.02631578947368421,0.15789473684210525
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016 / Game1,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016,Game1,Friend,,,,4,0,3,0,1,3,0,0,0,0,0,1,3,1,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.25
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016 / Game1,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016,Game1,Justin,0.0,Drunk,Werewolf,37,0,11,6,26,11,5,4,8,2,7,6,11,32,0.7027027027027027,0.2972972972972973,0.16216216216216217,0.13513513513513514,0.10810810810810811,0.21621621621621623,0.05405405405405406,0.1891891891891892,0.16216216216216217
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016 / Game1,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016,Game1,Mike,3.0,Seer,Robber,33,0,13,3,20,13,6,0,0,3,0,14,13,23,0.6060606060606061,0.3939393939393939,0.09090909090909091,0.18181818181818182,0.0,0.0,0.09090909090909091,0.0,0.42424242424242425
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016 / Game1,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016,Game1,Mitch,,,,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016 / Game1,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016,Game1,Mitchell,2.0,Tanner,Tanner,35,0,17,2,18,17,5,3,7,0,2,3,17,20,0.5142857142857142,0.4857142857142857,0.05714285714285714,0.14285714285714285,0.08571428571428572,0.2,0.0,0.05714285714285714,0.08571428571428572
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016 / Game1,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016,Game1,Paul,1.0,Robber,Seer,31,0,14,3,17,14,8,5,2,1,1,3,14,20,0.5483870967741935,0.45161290322580644,0.0967741935483871,0.25806451612903225,0.16129032258064516,0.06451612903225806,0.03225806451612903,0.03225806451612903,0.0967741935483871
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016 / Game1,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016,Game1,Twitch Alert,,,,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016 / Game2,Youtube,val,ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016,Game2,Justin,0.0,Werewolf,Werewolf,35,0,16,1,19,16,6,5,2,0,3,4,16,20,0.5428571428571428,0.45714285714285713,0.02857142857142857,0.17142857142857143,0.14285714285714285,0.05714285714285714,0.0,0.08571428571428572,0.11428571428571428
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016 / Game2,Youtube,val,ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016,Game2,Mike,3.0,Seer,Robber,36,0,19,0,17,19,7,1,1,6,2,0,19,17,0.4722222222222222,0.5277777777777778,0.0,0.19444444444444445,0.027777777777777776,0.027777777777777776,0.16666666666666666,0.05555555555555555,0.0
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016 / Game2,Youtube,val,ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016,Game2,Mitchell,2.0,Werewolf,Werewolf,29,0,11,1,18,11,7,1,2,1,1,7,11,19,0.6206896551724138,0.3793103448275862,0.034482758620689655,0.2413793103448276,0.034482758620689655,0.06896551724137931,0.034482758620689655,0.034482758620689655,0.2413793103448276
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016 / Game2,Youtube,val,ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016,Game2,Paul,1.0,Robber,Seer,31,0,21,0,10,21,3,0,5,1,0,1,21,10,0.3225806451612903,0.6774193548387096,0.0,0.0967741935483871,0.0,0.16129032258064516,0.03225806451612903,0.0,0.03225806451612903
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016 / Game3,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016,Game3,Justin,0.0,Robber,Seer,25,0,13,3,12,13,2,2,1,3,4,3,13,15,0.48,0.52,0.12,0.08,0.08,0.04,0.12,0.16,0.12
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016 / Game3,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016,Game3,Mike,3.0,Troublemaker,Troublemaker,26,0,13,1,13,13,1,0,2,3,1,7,13,14,0.5,0.5,0.038461538461538464,0.038461538461538464,0.0,0.07692307692307693,0.11538461538461539,0.038461538461538464,0.2692307692307692
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016 / Game3,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016,Game3,Mitchell,2.0,Seer,Drunk,28,0,13,1,15,13,1,0,0,4,2,9,13,16,0.5357142857142857,0.4642857142857143,0.03571428571428571,0.03571428571428571,0.0,0.0,0.14285714285714285,0.07142857142857142,0.32142857142857145
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016 / Game3,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016,Game3,Paul,1.0,Drunk,Tanner,18,0,9,1,9,9,1,2,3,1,1,2,9,10,0.5,0.5,0.05555555555555555,0.05555555555555555,0.1111111111111111,0.16666666666666666,0.05555555555555555,0.05555555555555555,0.1111111111111111
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018 / Game1,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018,Game1,Justin,0.0,Werewolf,Robber,58,1,15,10,42,16,6,1,14,5,4,23,16,53,0.7241379310344828,0.27586206896551724,0.1724137931034483,0.10344827586206896,0.017241379310344827,0.2413793103448276,0.08620689655172414,0.06896551724137931,0.39655172413793105
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018 / Game1,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018,Game1,Mike,3.0,Troublemaker,Troublemaker,47,1,16,7,30,17,6,1,16,8,3,5,17,39,0.6382978723404256,0.3617021276595745,0.14893617021276595,0.1276595744680851,0.02127659574468085,0.3404255319148936,0.1702127659574468,0.06382978723404255,0.10638297872340426
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018 / Game1,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018,Game1,Mitchell,1.0,Tanner,Werewolf,11,0,2,0,9,2,2,0,4,1,0,2,2,9,0.8181818181818182,0.18181818181818182,0.0,0.18181818181818182,0.0,0.36363636363636365,0.09090909090909091,0.0,0.18181818181818182
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018 / Game1,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018,Game1,Paul,2.0,Robber,Tanner,36,1,11,3,24,12,4,1,10,3,1,8,12,27,0.6666666666666666,0.3333333333333333,0.08333333333333333,0.1111111111111111,0.027777777777777776,0.2777777777777778,0.08333333333333333,0.027777777777777776,0.2222222222222222
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018 / Game1,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018,Game1,Siri,,,,2,0,2,0,0,2,0,0,0,0,0,0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018 / Game3,Youtube,test,ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018,Game3,Justin,0.0,Werewolf,Tanner,36,2,13,4,21,15,5,4,6,2,1,7,15,25,0.5833333333333334,0.4166666666666667,0.1111111111111111,0.1388888888888889,0.1111111111111111,0.16666666666666666,0.05555555555555555,0.027777777777777776,0.19444444444444445
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018 / Game3,Youtube,test,ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018,Game3,Mike,3.0,Robber,Werewolf,30,1,6,3,23,7,8,5,6,3,0,4,7,26,0.7666666666666667,0.23333333333333334,0.1,0.26666666666666666,0.16666666666666666,0.2,0.1,0.0,0.13333333333333333
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018 / Game3,Youtube,test,ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018,Game3,Mitchell,1.0,Troublemaker,Troublemaker,34,1,14,2,19,15,3,3,5,1,0,9,15,21,0.5588235294117647,0.4411764705882353,0.058823529411764705,0.08823529411764706,0.08823529411764706,0.14705882352941177,0.029411764705882353,0.0,0.2647058823529412
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018 / Game3,Youtube,test,ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018,Game3,Paul,2.0,Tanner,Robber,26,0,5,5,21,5,9,2,6,1,3,6,5,27,0.8076923076923077,0.19230769230769232,0.19230769230769232,0.34615384615384615,0.07692307692307693,0.23076923076923078,0.038461538461538464,0.11538461538461539,0.23076923076923078
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018 / Game4,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018,Game4,Justin,0.0,Tanner,Troublemaker,21,0,3,6,18,3,4,6,8,3,2,2,3,25,0.8571428571428571,0.14285714285714285,0.2857142857142857,0.19047619047619047,0.2857142857142857,0.38095238095238093,0.14285714285714285,0.09523809523809523,0.09523809523809523
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018 / Game4,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018,Game4,Mike,3.0,Troublemaker,Robber,24,0,4,3,20,4,6,2,8,5,1,1,4,23,0.8333333333333334,0.16666666666666666,0.125,0.25,0.08333333333333333,0.3333333333333333,0.20833333333333334,0.041666666666666664,0.041666666666666664
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018 / Game4,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018,Game4,Mitchell,1.0,Robber,Tanner,20,0,6,7,14,6,2,7,6,4,0,3,6,22,0.7,0.3,0.35,0.1,0.35,0.3,0.2,0.0,0.15
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018 / Game4,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018,Game4,Paul,2.0,Werewolf,Werewolf,15,0,2,3,13,2,4,2,1,3,2,4,2,16,0.8666666666666667,0.13333333333333333,0.2,0.26666666666666666,0.13333333333333333,0.06666666666666667,0.2,0.13333333333333333,0.26666666666666666
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game1,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,Game1,Justin,0.0,Werewolf,Werewolf,36,2,7,10,27,9,10,6,11,4,1,6,9,38,0.75,0.25,0.2777777777777778,0.2777777777777778,0.16666666666666666,0.3055555555555556,0.1111111111111111,0.027777777777777776,0.16666666666666666
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game1,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,Game1,Mike,3.0,Insomniac,Insomniac,26,0,0,10,26,0,4,3,16,4,6,5,0,38,1.0,0.0,0.38461538461538464,0.15384615384615385,0.11538461538461539,0.6153846153846154,0.15384615384615385,0.23076923076923078,0.19230769230769232
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game1,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,Game1,Mitchell,1.0,Seer,Seer,25,0,2,5,23,2,8,2,12,5,0,2,2,29,0.92,0.08,0.2,0.32,0.08,0.48,0.2,0.0,0.08
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game1,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,Game1,Paul,2.0,Tanner,Tanner,25,0,2,8,23,2,7,1,11,5,0,7,2,31,0.92,0.08,0.32,0.28,0.04,0.44,0.2,0.0,0.28
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game2,Youtube,test,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,Game2,Justin,0.0,Werewolf,Werewolf,26,0,4,9,22,4,4,5,7,4,2,10,4,32,0.8461538461538461,0.15384615384615385,0.34615384615384615,0.15384615384615385,0.19230769230769232,0.2692307692307692,0.15384615384615385,0.07692307692307693,0.38461538461538464
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game2,Youtube,test,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,Game2,Mike,3.0,Robber,Robber,29,0,7,4,22,7,5,3,11,3,1,4,7,27,0.7586206896551724,0.2413793103448276,0.13793103448275862,0.1724137931034483,0.10344827586206896,0.3793103448275862,0.10344827586206896,0.034482758620689655,0.13793103448275862
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game2,Youtube,test,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,Game2,Mitchell,1.0,Tanner,Tanner,26,0,7,7,19,7,1,3,14,2,2,5,7,27,0.7307692307692307,0.2692307692307692,0.2692307692307692,0.038461538461538464,0.11538461538461539,0.5384615384615384,0.07692307692307693,0.07692307692307693,0.19230769230769232
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game2,Youtube,test,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,Game2,Paul,2.0,Troublemaker,Troublemaker,23,1,4,3,18,5,2,5,5,2,0,7,5,21,0.782608695652174,0.21739130434782608,0.13043478260869565,0.08695652173913043,0.21739130434782608,0.21739130434782608,0.08695652173913043,0.0,0.30434782608695654
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game3,Youtube,test,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,Game3,Justin,0.0,Seer,Seer,32,0,14,9,18,14,6,8,8,1,1,4,14,28,0.5625,0.4375,0.28125,0.1875,0.25,0.25,0.03125,0.03125,0.125
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game3,Youtube,test,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,Game3,Mike,3.0,Troublemaker,Troublemaker,27,0,7,5,20,7,7,3,8,2,0,5,7,25,0.7407407407407407,0.25925925925925924,0.18518518518518517,0.25925925925925924,0.1111111111111111,0.2962962962962963,0.07407407407407407,0.0,0.18518518518518517
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game3,Youtube,test,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,Game3,Mitchell,1.0,Robber,Robber,11,0,3,2,8,3,1,3,4,1,1,0,3,10,0.7272727272727273,0.2727272727272727,0.18181818181818182,0.09090909090909091,0.2727272727272727,0.36363636363636365,0.09090909090909091,0.09090909090909091,0.0
