source,session,game,player,is_self_contradiction,claim_line_numbers,claim_sets
Youtube,Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7,Game4,Mitchell,True,"[6, 162, 168]","[[""Troublemaker""], [""Tanner""], [""Troublemaker""]]"
Youtube,Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7,Game4,Paul,True,"[7, 40, 136, 175]","[[""Troublemaker""], [""Werewolf""], [""Villager""], [""Villager""]]"
Youtube,Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7,Game5,Eric,False,"[171, 203]","[[""Werewolf""], [""Werewolf""]]"
Youtube,Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7,Game5,Mitchell,False,"[192, 198, 204]","[[""Werewolf""], [""Werewolf""], [""Werewolf""]]"
Youtube,Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7,Game5,Paul,False,"[43, 68]","[[""Village Idiot""], [""Village Idiot""]]"
Youtube,The#Return#of#the#King##ONE#NIGHT#ULTIMATE#WEREWOLF,Game5,Mitchell,False,"[47, 59]","[[""Robber""], [""Robber""]]"
Youtube,The#Return#of#the#King##ONE#NIGHT#ULTIMATE#WEREWOLF,Game5,Paul,False,"[116, 165, 171]","[[""Troublemaker""], [""Troublemaker""], [""Troublemaker""]]"
Youtube,Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11,Game1,Laura,False,"[29, 151]","[[""Insomniac"", ""Robber""], [""Robber""]]"
Youtube,Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11,Game1,Paul,False,"[74, 76, 97, 142, 149]","[[""Seer""], [""Seer""], [""Seer""], [""Seer""], [""Seer""]]"
Youtube,Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11,Game2,James,False,"[54, 63]","[[""Troublemaker""], [""Troublemaker""]]"
Youtube,Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11,Game3,James,False,"[17, 85]","[[""Troublemaker""], [""Troublemaker""]]"
Youtube,Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11,Game3,Justin,False,"[35, 115]","[[""Hunter"", ""Insomniac""], [""Hunter""]]"
Youtube,Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11,Game3,Laura,False,"[75, 106]","[[""Werewolf""], [""Werewolf""]]"
Youtube,Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11,Game3,Mitchell,False,"[36, 112]","[[""Hunter"", ""Insomniac""], [""Hunter""]]"
Youtube,Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11,Game4,Mitchell,True,"[32, 55, 83, 89, 113]","[[""Mason""], [""Insomniac""], [""Werewolf""], [""Mason""], [""Werewolf""]]"
Youtube,Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11,Game4,Paul,True,"[51, 90, 97, 99, 101]","[[""Mason""], [""Werewolf""], [""Insomniac""], [""Werewolf""], [""Werewolf""]]"
Youtube,Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11,Game5,James,False,"[66, 85, 113]","[[""Tanner""], [""Tanner""], [""Tanner""]]"
Youtube,Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11,Game5,Justin,True,"[34, 39, 99, 101, 151]","[[""Hunter"", ""Insomniac""], [""Werewolf""], [""Hunter""], [""Hunter""], [""Mason""]]"
Youtube,Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11,Game5,Laura,False,"[107, 147]","[[""Insomniac""], [""Insomniac""]]"
Youtube,Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11,Game5,Mitchell,False,"[100, 102, 149]","[[""Hunter""], [""Hunter""], [""Hunter""]]"
Youtube,Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10,Game1,Justin,True,"[22, 102, 115]","[[""Seer""], [""Werewolf""], [""Werewolf""]]"
Youtube,Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10,Game1,Laura,True,"[58, 75, 77, 116, 143]","[[""Villager""], [""Villager""], [""Villager""], [""Werewolf""], [""Villager""]]"
Youtube,Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10,Game2,James,False,"[107, 170]","[[""Tanner""], [""Tanner""]]"
Youtube,Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10,Game2,Justin,True,"[31, 77, 97, 105]","[[""Tanner""], [""Tanner""], [""Insomniac""], [""Tanner""]]"
Youtube,Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10,Game3,Justin,False,"[34, 81]","[[""Tanner""], [""Tanner""]]"
Youtube,Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10,Game3,Mitchell,False,"[27, 65]","[[""Insomniac""], [""Insomniac""]]"
Youtube,Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10,Game4,James,True,"[44, 52, 92, 97, 98, 124, 129]","[[""Tanner""], [""Tanner""], [""Seer""], [""Insomniac""], [""Seer""], [""Tanner""], [""Robber""]]"
Youtube,Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10,Game4,Laura,False,"[21, 89]","[[""Seer""], [""Seer""]]"
Youtube,Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10,Game4,Paul,True,"[113, 152]","[[""Robber""], [""Hunter""]]"
Youtube,Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10,Game5,Mitchell,True,"[59, 109]","[[""Hunter""], [""Tanner""]]"
Youtube,Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10,Game5,Paul,True,"[56, 73, 127]","[[""Insomniac""], [""Insomniac""], [""Robber""]]"
Youtube,Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8,Game2,Justin,False,"[33, 73, 152, 180]","[[""Hunter""], [""Hunter""], [""Hunter""], [""Hunter""]]"
Youtube,Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8,Game2,Paul,False,"[77, 79, 163]","[[""Tanner""], [""Tanner""], [""Tanner""]]"
Youtube,Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8,Game4,Justin,True,"[70, 121]","[[""Robber""], [""Seer""]]"
Youtube,Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8,Game4,Mitchell,True,"[76, 107, 124, 126]","[[""Hunter""], [""Hunter""], [""Tanner""], [""Werewolf""]]"
