game_id,game_name,source,session_name,game_key,processed_txt_path,num_players,num_turns,num_unparsed_lines,num_dropped_lines,player_names,start_roles,end_roles,has_werewolf,n_werewolves,correct_player_indices,correct_player_names,correct_vote_type,voting_outcome,human_vote_available,human_vote_type,human_target_indices,human_target_names,human_vote_counts,n_missing_human_votes,warning
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#34##March#24th#2018 / Game2,ONE#NIGHT#ULTIMATE#WEREWOLF#34##March#24th#2018_Game2,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#34##March#24th#2018,Game2,data/processed/lai2023/onuw_transcripts_ready/Youtube/ONE#NIGHT#ULTIMATE#WEREWOLF#34##March#24th#2018_Game2.txt,5,150,0,0,"[""Justin"", ""Carly"", ""Paul"", ""Mitchell"", ""Mike""]","[""Tanner"", ""Troublemaker"", ""Hunter"", ""Werewolf"", ""Seer""]","[""Tanner"", ""Troublemaker"", ""Werewolf"", ""Hunter"", ""Seer""]",True,1,[2],"[""Paul""]",player,"[2, 3, 0, 1, 3]",True,player,[3],"[""Mitchell""]","{""2"": 1, ""3"": 2, ""0"": 1, ""1"": 1}",0,[]
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#34##March#24th#2018 / Game3,ONE#NIGHT#ULTIMATE#WEREWOLF#34##March#24th#2018_Game3,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#34##March#24th#2018,Game3,data/processed/lai2023/onuw_transcripts_ready/Youtube/ONE#NIGHT#ULTIMATE#WEREWOLF#34##March#24th#2018_Game3.txt,5,150,0,0,"[""Justin"", ""Carly"", ""Paul"", ""Mitchell"", ""Mike""]","[""Tanner"", ""Minion"", ""Seer"", ""Werewolf"", ""Werewolf""]","[""Tanner"", ""Minion"", ""Seer"", ""Werewolf"", ""Werewolf""]",True,2,"[3, 4]","[""Mitchell"", ""Mike""]",player,"[4, 2, 1, 4, 0]",True,player,[4],"[""Mike""]","{""4"": 2, ""2"": 1, ""1"": 1, ""0"": 1}",0,[]
Youtube / One#Night#Ultimate#Werewolf#361#Classic#Werewolf / Game1,One#Night#Ultimate#Werewolf#361#Classic#Werewolf_Game1,Youtube,One#Night#Ultimate#Werewolf#361#Classic#Werewolf,Game1,data/processed/lai2023/onuw_transcripts_ready/Youtube/One#Night#Ultimate#Werewolf#361#Classic#Werewolf_Game1.txt,6,317,0,0,"[""Pete"", ""Katie"", ""Brett"", ""George"", ""Kelsey"", ""Dylan""]","[""Mason"", ""Drunk"", ""Troublemaker"", ""Werewolf"", ""Werewolf"", ""Robber""]","[""Drunk"", ""Minion"", ""Troublemaker"", ""Robber"", ""Werewolf"", ""Werewolf""]",True,2,"[4, 5]","[""Kelsey"", ""Dylan""]",player,"[4, 4, 5, 2, 1, 2]",True,player,"[4, 2]","[""Kelsey"", ""Brett""]","{""4"": 2, ""5"": 1, ""2"": 2, ""1"": 1}",0,[]
Youtube / One#Night#Ultimate#Werewolf#362#More#Classic#Werewolf / Game1,One#Night#Ultimate#Werewolf#362#More#Classic#Werewolf_Game1,Youtube,One#Night#Ultimate#Werewolf#362#More#Classic#Werewolf,Game1,data/processed/lai2023/onuw_transcripts_ready/Youtube/One#Night#Ultimate#Werewolf#362#More#Classic#Werewolf_Game1.txt,6,280,0,0,"[""Pete"", ""Katie"", ""Brett"", ""George"", ""Kelsey"", ""Dylan""]","[""Werewolf"", ""Werewolf"", ""Tanner"", ""Minion"", ""Robber"", ""Mason""]","[""Werewolf"", ""Werewolf"", ""Robber"", ""Minion"", ""Tanner"", ""Mason""]",True,2,"[0, 1]","[""Pete"", ""Katie""]",player,"[4, 3, 4, 2, 3, 0]",True,player,"[4, 3]","[""Kelsey"", ""George""]","{""4"": 2, ""3"": 2, ""2"": 1, ""0"": 1}",0,[]
Youtube / One#Night#Ultimate#Werewolf#363#Even#More#Classic#Werewolf / Game1,One#Night#Ultimate#Werewolf#363#Even#More#Classic#Werewolf_Game1,Youtube,One#Night#Ultimate#Werewolf#363#Even#More#Classic#Werewolf,Game1,data/processed/lai2023/onuw_transcripts_ready/Youtube/One#Night#Ultimate#Werewolf#363#Even#More#Classic#Werewolf_Game1.txt,6,363,0,0,"[""Pete"", ""Katie"", ""Brett"", ""George"", ""Kelsey"", ""Dylan""]","[""Mason"", ""Werewolf"", ""Mason"", ""Robber"", ""Minion"", ""Drunk""]","[""Robber"", ""Werewolf"", ""Mason"", ""Mason"", ""Minion"", ""Troublemaker""]",True,1,[1],"[""Katie""]",player,"[1, 4, 1, 1, 2, 2]",True,player,[1],"[""Katie""]","{""1"": 3, ""4"": 1, ""2"": 2}",0,[]
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#37##April#21st#2018 / Game2,ONE#NIGHT#ULTIMATE#WEREWOLF#37##April#21st#2018_Game2,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#37##April#21st#2018,Game2,data/processed/lai2023/onuw_transcripts_ready/Youtube/ONE#NIGHT#ULTIMATE#WEREWOLF#37##April#21st#2018_Game2.txt,5,142,0,0,"[""Justin"", ""Caitlynn"", ""Mitchell"", ""James"", ""Mike""]","[""Werewolf"", ""Werewolf"", ""Minion"", ""Tanner"", ""Troublemaker""]","[""Minion"", ""Werewolf"", ""Werewolf"", ""Tanner"", ""Troublemaker""]",True,2,"[1, 2]","[""Caitlynn"", ""Mitchell""]",player,"[4, 4, 4, 2, 2]",True,player,[4],"[""Mike""]","{""4"": 3, ""2"": 2}",0,[]
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#38##April#21st#2018 / Game3,ONE#NIGHT#ULTIMATE#WEREWOLF#38##April#21st#2018_Game3,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#38##April#21st#2018,Game3,data/processed/lai2023/onuw_transcripts_ready/Youtube/ONE#NIGHT#ULTIMATE#WEREWOLF#38##April#21st#2018_Game3.txt,5,166,0,0,"[""Justin"", ""Caitlynn"", ""Mitchell"", ""James"", ""Mike""]","[""Robber"", ""Tanner"", ""Seer"", ""Werewolf"", ""Werewolf""]","[""Werewolf"", ""Tanner"", ""Seer"", ""Robber"", ""Werewolf""]",True,2,"[0, 4]","[""Justin"", ""Mike""]",player,"[3, 0, 3, 0, 0]",True,player,[0],"[""Justin""]","{""3"": 2, ""0"": 3}",0,[]
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#38##April#21st#2018 / Game4,ONE#NIGHT#ULTIMATE#WEREWOLF#38##April#21st#2018_Game4,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#38##April#21st#2018,Game4,data/processed/lai2023/onuw_transcripts_ready/Youtube/ONE#NIGHT#ULTIMATE#WEREWOLF#38##April#21st#2018_Game4.txt,5,170,0,0,"[""Justin"", ""Caitlynn"", ""Mitchell"", ""James"", ""Mike""]","[""Werewolf"", ""Tanner"", ""Minion"", ""Robber"", ""Seer""]","[""Werewolf"", ""Robber"", ""Minion"", ""Tanner"", ""Seer""]",True,1,[0],"[""Justin""]",player,"[4, 2, 4, 4, 2]",True,player,[4],"[""Mike""]","{""4"": 3, ""2"": 2}",0,[]
Youtube / One#Night#Ultimate#Werewolf#381#The#Hunt#Is#On / Game1,One#Night#Ultimate#Werewolf#381#The#Hunt#Is#On_Game1,Youtube,One#Night#Ultimate#Werewolf#381#The#Hunt#Is#On,Game1,data/processed/lai2023/onuw_transcripts_ready/Youtube/One#Night#Ultimate#Werewolf#381#The#Hunt#Is#On_Game1.txt,6,204,0,0,"[""Ed"", ""Dustin"", ""Katie"", ""Brett"", ""Kelsey"", ""Dylan""]","[""Troublemaker"", ""Insomniac"", ""Robber"", ""Seer"", ""Hunter"", ""Tanner""]","[""Robber"", ""Insomniac"", ""Seer"", ""Troublemaker"", ""Hunter"", ""Tanner""]",False,0,[],[],circle,"[4, 4, 1, 2, 3, 3]",True,player,"[4, 3]","[""Kelsey"", ""Brett""]","{""4"": 2, ""1"": 1, ""2"": 1, ""3"": 2}",0,"[""No 'Werewolf' role in end roles""]"
Youtube / One#Night#Ultimate#Werewolf#382#Game#100!! / Game1,One#Night#Ultimate#Werewolf#382#Game#100!!_Game1,Youtube,One#Night#Ultimate#Werewolf#382#Game#100!!,Game1,data/processed/lai2023/onuw_transcripts_ready/Youtube/One#Night#Ultimate#Werewolf#382#Game#100!!_Game1.txt,6,176,0,0,"[""Ed"", ""Dustin"", ""Katie"", ""Brett"", ""Kelsey"", ""Dylan""]","[""Seer"", ""Insomniac"", ""Robber"", ""Troublemaker"", ""Tanner"", ""Werewolf""]","[""Seer"", ""Werewolf"", ""Tanner"", ""Troublemaker"", ""Robber"", ""Insomniac""]",True,1,[1],"[""Dustin""]",player,"[1, 5, 3, 5, 0, 2]",True,player,[5],"[""Dylan""]","{""1"": 1, ""5"": 2, ""3"": 1, ""0"": 1, ""2"": 1}",0,[]
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#39##April#21st#2018 / Game3,ONE#NIGHT#ULTIMATE#WEREWOLF#39##April#21st#2018_Game3,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#39##April#21st#2018,Game3,data/processed/lai2023/onuw_transcripts_ready/Youtube/ONE#NIGHT#ULTIMATE#WEREWOLF#39##April#21st#2018_Game3.txt,5,254,0,0,"[""Justin"", ""Caitlynn"", ""Mitchell"", ""James"", ""Mike""]","[""Werewolf"", ""Drunk"", ""Tanner"", ""Werewolf"", ""Seer""]","[""Werewolf"", ""Robber"", ""Tanner"", ""Werewolf"", ""Seer""]",True,2,"[0, 3]","[""Justin"", ""James""]",player,"[4, 0, 0, 4, 0]",True,player,[0],"[""Justin""]","{""4"": 2, ""0"": 3}",0,[]
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016 / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016_Game1,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016,Game1,data/processed/lai2023/onuw_transcripts_ready/Youtube/ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016_Game1.txt,4,150,0,4,"[""Justin"", ""Paul"", ""Mitchell"", ""Mike""]","[""Drunk"", ""Robber"", ""Tanner"", ""Seer""]","[""Werewolf"", ""Seer"", ""Tanner"", ""Robber""]",True,1,[0],"[""Justin""]",player,"[1, 2, 1, 2]",True,player,"[1, 2]","[""Paul"", ""Mitchell""]","{""1"": 2, ""2"": 2}",0,[]
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016 / Game2,ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016_Game2,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016,Game2,data/processed/lai2023/onuw_transcripts_ready/Youtube/ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016_Game2.txt,4,143,0,0,"[""Justin"", ""Paul"", ""Mitchell"", ""Mike""]","[""Werewolf"", ""Robber"", ""Werewolf"", ""Seer""]","[""Werewolf"", ""Seer"", ""Werewolf"", ""Robber""]",True,2,"[0, 2]","[""Justin"", ""Mitchell""]",player,"[1, 2, 1, 2]",True,player,"[1, 2]","[""Paul"", ""Mitchell""]","{""1"": 2, ""2"": 2}",0,[]
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016 / Game3,ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016_Game3,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016,Game3,data/processed/lai2023/onuw_transcripts_ready/Youtube/ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016_Game3.txt,4,108,0,0,"[""Justin"", ""Paul"", ""Mitchell"", ""Mike""]","[""Robber"", ""Drunk"", ""Seer"", ""Troublemaker""]","[""Seer"", ""Tanner"", ""Drunk"", ""Troublemaker""]",False,0,[],[],circle,"[1, 2, 1, 1]",True,player,[1],"[""Paul""]","{""1"": 3, ""2"": 1}",0,"[""No 'Werewolf' role in end roles""]"
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018 / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018_Game1,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018,Game1,data/processed/lai2023/onuw_transcripts_ready/Youtube/ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018_Game1.txt,4,165,0,0,"[""Justin"", ""Mitchell"", ""Paul"", ""Mike""]","[""Werewolf"", ""Tanner"", ""Robber"", ""Troublemaker""]","[""Robber"", ""Werewolf"", ""Tanner"", ""Troublemaker""]",True,1,[1],"[""Mitchell""]",player,"[1, 3, 3, 1]",True,player,"[1, 3]","[""Mitchell"", ""Mike""]","{""1"": 2, ""3"": 2}",0,[]
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018 / Game3,ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018_Game3,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018,Game3,data/processed/lai2023/onuw_transcripts_ready/Youtube/ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018_Game3.txt,4,129,0,0,"[""Justin"", ""Mitchell"", ""Paul"", ""Mike""]","[""Werewolf"", ""Troublemaker"", ""Tanner"", ""Robber""]","[""Tanner"", ""Troublemaker"", ""Robber"", ""Werewolf""]",True,1,[3],"[""Mike""]",player,"[2, 2, 3, 2]",True,player,[2],"[""Paul""]","{""2"": 3, ""3"": 1}",0,[]
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018 / Game4,ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018_Game4,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018,Game4,data/processed/lai2023/onuw_transcripts_ready/Youtube/ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018_Game4.txt,4,86,0,0,"[""Justin"", ""Mitchell"", ""Paul"", ""Mike""]","[""Tanner"", ""Robber"", ""Werewolf"", ""Troublemaker""]","[""Troublemaker"", ""Tanner"", ""Werewolf"", ""Robber""]",True,1,[2],"[""Paul""]",player,"[2, 2, 3, 2]",True,player,[2],"[""Paul""]","{""2"": 3, ""3"": 1}",0,[]
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018_Game1,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,Game1,data/processed/lai2023/onuw_transcripts_ready/Youtube/ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018_Game1.txt,4,119,0,0,"[""Justin"", ""Mitchell"", ""Paul"", ""Mike""]","[""Werewolf"", ""Seer"", ""Tanner"", ""Insomniac""]","[""Werewolf"", ""Seer"", ""Tanner"", ""Insomniac""]",True,1,[0],"[""Justin""]",player,"[1, 0, 0, 0]",True,player,[0],"[""Justin""]","{""1"": 1, ""0"": 3}",0,[]
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game2,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018_Game2,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,Game2,data/processed/lai2023/onuw_transcripts_ready/Youtube/ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018_Game2.txt,4,109,0,0,"[""Justin"", ""Mitchell"", ""Paul"", ""Mike""]","[""Werewolf"", ""Tanner"", ""Troublemaker"", ""Robber""]","[""Werewolf"", ""Tanner"", ""Troublemaker"", ""Robber""]",True,1,[0],"[""Justin""]",player,"[1, 0, 1, 0]",True,player,"[1, 0]","[""Mitchell"", ""Justin""]","{""1"": 2, ""0"": 2}",0,[]
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game3,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018_Game3,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,Game3,data/processed/lai2023/onuw_transcripts_ready/Youtube/ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018_Game3.txt,4,111,0,0,"[""Justin"", ""Mitchell"", ""Paul"", ""Mike""]","[""Seer"", ""Robber"", ""Tanner"", ""Troublemaker""]","[""Seer"", ""Robber"", ""Tanner"", ""Troublemaker""]",False,0,[],[],circle,"[1, 2, 3, 0]",True,circle,[],[],"{""1"": 1, ""2"": 1, ""3"": 1, ""0"": 1}",0,"[""No 'Werewolf' role in end roles""]"
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game4,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018_Game4,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,Game4,data/processed/lai2023/onuw_transcripts_ready/Youtube/ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018_Game4.txt,4,32,0,0,"[""Justin"", ""Mitchell"", ""Paul"", ""Mike""]","[""Tanner"", ""Troublemaker"", ""Seer"", ""Insomniac""]","[""Insomniac"", ""Troublemaker"", ""Seer"", ""Tanner""]",False,0,[],[],circle,"[1, 2, 3, 0]",True,circle,[],[],"{""1"": 1, ""2"": 1, ""3"": 1, ""0"": 1}",0,"[""No 'Werewolf' role in end roles""]"
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game5,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018_Game5,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,Game5,data/processed/lai2023/onuw_transcripts_ready/Youtube/ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018_Game5.txt,4,94,0,0,"[""Justin"", ""Mitchell"", ""Paul"", ""Mike""]","[""Seer"", ""Troublemaker"", ""Werewolf"", ""Robber""]","[""Robber"", ""Troublemaker"", ""Seer"", ""Werewolf""]",True,1,[3],"[""Mike""]",player,"[1, 3, 1, 1]",True,player,[1],"[""Mitchell""]","{""1"": 3, ""3"": 1}",0,[]
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game4,ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018_Game4,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018,Game4,data/processed/lai2023/onuw_transcripts_ready/Youtube/ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018_Game4.txt,4,140,0,0,"[""Justin"", ""Mitchell"", ""Paul"", ""Mike""]","[""Tanner"", ""Werewolf"", ""Werewolf"", ""Robber""]","[""Tanner"", ""Werewolf"", ""Robber"", ""Werewolf""]",True,2,"[1, 3]","[""Mitchell"", ""Mike""]",player,"[3, 3, 3, 0]",True,player,[3],"[""Mike""]","{""3"": 3, ""0"": 1}",0,[]
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game6,ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018_Game6,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018,Game6,data/processed/lai2023/onuw_transcripts_ready/Youtube/ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018_Game6.txt,4,118,0,0,"[""Justin"", ""Mitchell"", ""Paul"", ""Mike""]","[""Troublemaker"", ""Robber"", ""Tanner"", ""Hunter""]","[""Troublemaker"", ""Robber"", ""Tanner"", ""Hunter""]",False,0,[],[],circle,"[3, 3, 3, 1]",True,player,[3],"[""Mike""]","{""3"": 3, ""1"": 1}",0,"[""No 'Werewolf' role in end roles""]"
Youtube / One#Night#Ultimate#Werewolf#491#Classic#Werewolf / Game1,One#Night#Ultimate#Werewolf#491#Classic#Werewolf_Game1,Youtube,One#Night#Ultimate#Werewolf#491#Classic#Werewolf,Game1,data/processed/lai2023/onuw_transcripts_ready/Youtube/One#Night#Ultimate#Werewolf#491#Classic#Werewolf_Game1.txt,4,152,0,0,"[""Pete"", ""Katie"", ""Brett"", ""Dustin""]","[""Werewolf"", ""Troublemaker"", ""Seer"", ""Drunk""]","[""Seer"", ""Troublemaker"", ""Werewolf"", ""Robber""]",True,1,[2],"[""Brett""]",player,"[2, 0, 0, 0]",True,player,[0],"[""Pete""]","{""2"": 1, ""0"": 3}",0,[]
Youtube / One#Night#Ultimate#Werewolf#492#More#Classic#Werewolf / Game1,One#Night#Ultimate#Werewolf#492#More#Classic#Werewolf_Game1,Youtube,One#Night#Ultimate#Werewolf#492#More#Classic#Werewolf,Game1,data/processed/lai2023/onuw_transcripts_ready/Youtube/One#Night#Ultimate#Werewolf#492#More#Classic#Werewolf_Game1.txt,4,189,0,0,"[""Pete"", ""Katie"", ""Brett"", ""Dustin""]","[""Tanner"", ""Drunk"", ""Robber"", ""Seer""]","[""Tanner"", ""Troublemaker"", ""Seer"", ""Robber""]",False,0,[],[],circle,"[2, 0, 1, 0]",True,player,[0],"[""Pete""]","{""2"": 1, ""0"": 2, ""1"": 1}",0,"[""No 'Werewolf' role in end roles""]"
Youtube / One#Night#Ultimate#Werewolf#493#Even#More#Classic#Werewolf / Game1,One#Night#Ultimate#Werewolf#493#Even#More#Classic#Werewolf_Game1,Youtube,One#Night#Ultimate#Werewolf#493#Even#More#Classic#Werewolf,Game1,data/processed/lai2023/onuw_transcripts_ready/Youtube/One#Night#Ultimate#Werewolf#493#Even#More#Classic#Werewolf_Game1.txt,4,183,0,0,"[""Pete"", ""Katie"", ""Brett"", ""Dustin""]","[""Robber"", ""Tanner"", ""Seer"", ""Werewolf""]","[""Robber"", ""Tanner"", ""Seer"", ""Werewolf""]",True,1,[3],"[""Dustin""]",player,"[1, 0, 1, 1]",True,player,[1],"[""Katie""]","{""1"": 3, ""0"": 1}",0,[]
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#5##October#29th#2016 / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF#5##October#29th#2016_Game1,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#5##October#29th#2016,Game1,data/processed/lai2023/onuw_transcripts_ready/Youtube/ONE#NIGHT#ULTIMATE#WEREWOLF#5##October#29th#2016_Game1.txt,4,106,0,0,"[""Mitchell"", ""Chris"", ""Caitlynn"", ""Mike""]","[""Drunk"", ""Werewolf"", ""Troublemaker"", ""Robber""]","[""Insomniac"", ""Werewolf"", ""Troublemaker"", ""Robber""]",True,1,[1],"[""Chris""]",player,"[3, 3, 3, 0]",True,player,[3],"[""Mike""]","{""3"": 3, ""0"": 1}",0,[]
Youtube / One#Night#Ultimate#Werewolf#531#Classic#ONUW / Game1,One#Night#Ultimate#Werewolf#531#Classic#ONUW_Game1,Youtube,One#Night#Ultimate#Werewolf#531#Classic#ONUW,Game1,data/processed/lai2023/onuw_transcripts_ready/Youtube/One#Night#Ultimate#Werewolf#531#Classic#ONUW_Game1.txt,4,115,0,0,"[""Ryan"", ""Katie"", ""Brett"", ""DeAndre""]","[""Drunk"", ""Tanner"", ""Minion"", ""Troublemaker""]","[""Robber"", ""Minion"", ""Tanner"", ""Troublemaker""]",False,0,[],[],circle,"[2, 2, 0, 2]",True,player,[2],"[""Brett""]","{""2"": 3, ""0"": 1}",0,"[""No 'Werewolf' role in end roles""]"
Youtube / One#Night#Ultimate#Werewolf#532#More#Classic#ONUW / Game1,One#Night#Ultimate#Werewolf#532#More#Classic#ONUW_Game1,Youtube,One#Night#Ultimate#Werewolf#532#More#Classic#ONUW,Game1,data/processed/lai2023/onuw_transcripts_ready/Youtube/One#Night#Ultimate#Werewolf#532#More#Classic#ONUW_Game1.txt,4,113,0,0,"[""Ryan"", ""Katie"", ""Brett"", ""DeAndre""]","[""Robber"", ""Tanner"", ""Troublemaker"", ""Drunk""]","[""Troublemaker"", ""Drunk"", ""Robber"", ""Werewolf""]",True,1,[3],"[""DeAndre""]",player,"[3, 2, 3, 1]",True,player,[3],"[""DeAndre""]","{""3"": 2, ""2"": 1, ""1"": 1}",0,[]
Youtube / One#Night#Ultimate#Werewolf#533#Even#More#Classic#ONUW / Game1,One#Night#Ultimate#Werewolf#533#Even#More#Classic#ONUW_Game1,Youtube,One#Night#Ultimate#Werewolf#533#Even#More#Classic#ONUW,Game1,data/processed/lai2023/onuw_transcripts_ready/Youtube/One#Night#Ultimate#Werewolf#533#Even#More#Classic#ONUW_Game1.txt,4,82,0,0,"[""Ryan"", ""Katie"", ""Brett"", ""DeAndre""]","[""Troublemaker"", ""Robber"", ""Tanner"", ""Drunk""]","[""Robber"", ""Tanner"", ""Troublemaker"", ""Minion""]",False,0,[],[],circle,"[3, 3, 3, 1]",True,player,[3],"[""DeAndre""]","{""3"": 3, ""1"": 1}",0,"[""No 'Werewolf' role in end roles""]"
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#55##January#26th#2019 / Game3,ONE#NIGHT#ULTIMATE#WEREWOLF#55##January#26th#2019_Game3,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#55##January#26th#2019,Game3,data/processed/lai2023/onuw_transcripts_ready/Youtube/ONE#NIGHT#ULTIMATE#WEREWOLF#55##January#26th#2019_Game3.txt,5,140,0,0,"[""Justin"", ""Caitlynn"", ""Mitchell"", ""Brad"", ""Mike""]","[""Werewolf"", ""Werewolf"", ""Insomniac"", ""Tanner"", ""Seer""]","[""Werewolf"", ""Werewolf"", ""Insomniac"", ""Tanner"", ""Seer""]",True,2,"[0, 1]","[""Justin"", ""Caitlynn""]",player,"[2, 2, 0, 2, 0]",True,player,[2],"[""Mitchell""]","{""2"": 3, ""0"": 2}",0,[]
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#6##November#6th#2016 / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF#6##November#6th#2016_Game1,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#6##November#6th#2016,Game1,data/processed/lai2023/onuw_transcripts_ready/Youtube/ONE#NIGHT#ULTIMATE#WEREWOLF#6##November#6th#2016_Game1.txt,4,79,0,0,"[""Caitlynn"", ""Mitchell"", ""Alana"", ""Mike""]","[""Werewolf"", ""Robber"", ""Troublemaker"", ""Werewolf""]","[""Robber"", ""Werewolf"", ""Troublemaker"", ""Werewolf""]",True,2,"[1, 3]","[""Mitchell"", ""Mike""]",player,"[3, 0, 0, 0]",True,player,[0],"[""Caitlynn""]","{""3"": 1, ""0"": 3}",0,[]
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#6##November#6th#2016 / Game2,ONE#NIGHT#ULTIMATE#WEREWOLF#6##November#6th#2016_Game2,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#6##November#6th#2016,Game2,data/processed/lai2023/onuw_transcripts_ready/Youtube/ONE#NIGHT#ULTIMATE#WEREWOLF#6##November#6th#2016_Game2.txt,4,114,0,0,"[""Caitlynn"", ""Mitchell"", ""Alana"", ""Mike""]","[""Seer"", ""Werewolf"", ""Robber"", ""Troublemaker""]","[""Werewolf"", ""Robber"", ""Seer"", ""Troublemaker""]",True,1,[0],"[""Caitlynn""]",player,"[0, 0, 0, 0]",True,player,[0],"[""Caitlynn""]","{""0"": 4}",0,[]
