game_id,actual_human_available,actual_human_vote_type,actual_human_targets,actual_human_target_names,actual_human_win,n_village_aligned_votes,village_vote_counts,village_top_targets,village_top_target_names,village_top_share,village_vote_entropy,village_modal_correct,llm_vote_entropy,llm_top_share,agreement_type,stochastic_majority_vote,has_stochastic_majority,stochastic_majority_correct,greedy_vote,greedy_correct,human_llm_outcome_bucket
Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game9,True,player,[0],"[""Tyler""]",True,3,"{""Tyler"": 2, ""Clint"": 1}",[0],"[""Tyler""]",0.6666666666666666,0.6365141682948128,True,0.6365141682948128,0.6666666666666666,two_vs_one,Erin,True,False,Clint,False,human_win_llm_lose
Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game1,True,circle,[],[],False,3,"{""Jacob"": 1, ""Sean"": 1, ""Hunter"": 1}","[3, 1, 2]","[""Jacob"", ""Sean"", ""Hunter""]",0.3333333333333333,1.0986122886681096,True,-0.0,1.0,unanimous,No Werewolf,True,False,No Werewolf,False,human_lose_llm_lose
Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game2,True,player,[1],"[""Sean""]",False,3,"{""Jacob"": 1, ""Sean"": 2}",[1],"[""Sean""]",0.6666666666666666,0.6365141682948128,False,0.6365141682948128,0.6666666666666666,two_vs_one,No Werewolf,True,False,Hunter,False,human_lose_llm_lose
Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game3,True,player,[3],"[""Jacob""]",True,3,"{""Jacob"": 2, ""Zack"": 1}",[3],"[""Jacob""]",0.6666666666666666,0.6365141682948128,True,-0.0,1.0,unanimous,No Werewolf,True,False,No Werewolf,False,human_win_llm_lose
Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game4,True,player,[2],"[""Hunter""]",True,2,"{""Jacob"": 1, ""Hunter"": 1}","[3, 2]","[""Jacob"", ""Hunter""]",0.5,0.6931471805599453,True,-0.0,1.0,unanimous,No Werewolf,True,False,No Werewolf,False,human_win_llm_lose
Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game5,True,player,[1],"[""Sean""]",True,2,"{""Sean"": 2}",[1],"[""Sean""]",1.0,-0.0,True,0.6365141682948128,0.6666666666666666,two_vs_one,Sean,True,True,Jacob,True,human_win_llm_win
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game1,False,,[],[],,0,{},[],[],,,,-0.0,1.0,unanimous,No Werewolf,True,False,No Werewolf,False,missing_or_no_majority
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game2,False,,[],[],,0,{},[],[],,,,0.6365141682948128,0.6666666666666666,two_vs_one,No Werewolf,True,True,No Werewolf,True,missing_or_no_majority
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game3,False,,[],[],,0,{},[],[],,,,-0.0,1.0,unanimous,Jessica,True,True,Jessica,True,missing_or_no_majority
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game4,False,,[],[],,0,{},[],[],,,,0.6365141682948128,0.6666666666666666,two_vs_one,Daniel,True,False,Daniel,False,missing_or_no_majority
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game5,False,,[],[],,2,"{""Jessica"": 1, ""Daniel"": 1}","[2, 3]","[""Jessica"", ""Daniel""]",0.5,0.6931471805599453,False,-0.0,1.0,unanimous,Daniel,True,False,Daniel,False,missing_or_no_majority
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game6,False,,[],[],,1,"{""Kaelan"": 1}",[1],"[""Kaelan""]",1.0,-0.0,False,-0.0,1.0,unanimous,No Werewolf,True,True,No Werewolf,True,missing_or_no_majority
Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game10,False,,[],[],,0,{},[],[],,,,-0.0,1.0,unanimous,No Werewolf,True,False,No Werewolf,False,missing_or_no_majority
Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game11,False,,[],[],,2,"{""Jessica"": 1, ""Kaelan"": 1}","[2, 1]","[""Jessica"", ""Kaelan""]",0.5,0.6931471805599453,False,0.6365141682948128,0.6666666666666666,two_vs_one,Kaelan,True,False,No Werewolf,False,missing_or_no_majority
Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game12,False,,[],[],,3,"{""Jessica"": 3}",[2],"[""Jessica""]",1.0,-0.0,False,0.6365141682948128,0.6666666666666666,two_vs_one,No Werewolf,True,True,No Werewolf,True,missing_or_no_majority
Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game7,False,,[],[],,2,"{""Jessica"": 2}",[2],"[""Jessica""]",1.0,-0.0,True,-0.0,1.0,unanimous,Jessica,True,True,Kevin,False,missing_or_no_majority
Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game8,False,,[],[],,2,"{""Daniel"": 2}",[3],"[""Daniel""]",1.0,-0.0,False,0.6365141682948128,0.6666666666666666,two_vs_one,No Werewolf,True,True,No Werewolf,True,missing_or_no_majority
Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game9,False,,[],[],,0,{},[],[],,,,-0.0,1.0,unanimous,No Werewolf,True,False,No Werewolf,False,missing_or_no_majority
Ego4D / 64076f60-f3fc-4ee6-93e1-3489d8ec7b12 / Game3,False,,[],[],,3,"{""Sebastian"": 2, ""Jack"": 1}",[1],"[""Sebastian""]",0.6666666666666666,0.6365141682948128,False,1.0986122886681096,0.3333333333333333,all_different,,False,,Jack,False,missing_or_no_majority
Ego4D / 698f6bbe-4347-4a06-bd5d-3482f5e4fbbe / Game1,True,player,[1],"[""Ashley""]",True,4,"{""Sukeshi"": 1, ""Ashley"": 3}",[1],"[""Ashley""]",0.75,0.5623351446188083,True,0.6365141682948128,0.6666666666666666,two_vs_one,Elliot,True,True,Elliot,True,human_win_llm_win
Ego4D / 698f6bbe-4347-4a06-bd5d-3482f5e4fbbe / Game2,True,player,"[5, 2]","[""Sian"", ""James""]",False,5,"{""Sian"": 3, ""James"": 2}",[5],"[""Sian""]",0.6,0.6730116670092565,False,-0.0,1.0,unanimous,Sukeshi,True,True,Sukeshi,True,human_lose_llm_win
Ego4D / 698f6bbe-4347-4a06-bd5d-3482f5e4fbbe / Game3,True,player,[2],"[""James""]",True,5,"{""James"": 5}",[2],"[""James""]",1.0,-0.0,True,0.6365141682948128,0.6666666666666666,two_vs_one,Sukeshi,True,False,No Werewolf,False,human_win_llm_lose
